@relation kin8nm

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute binaryClass {P,N}

@data
0.040202,-1.048592,-1.217238,0.694827,0.954049,0.182901,0.670929,-1.477993,P
0.229454,0.642763,-0.064214,0.651201,0.005071,1.547264,1.121693,-0.051763,P
-1.446019,-1.012966,1.466103,-0.573975,0.40945,-1.245033,-0.403332,0.23956,P
0.117868,-0.622847,1.278909,1.039591,1.543858,0.874949,0.755361,-1.243005,P
-1.336416,-0.404295,-0.162252,-1.127671,1.206814,-0.520669,0.177412,0.409393,N
1.251688,0.2822,-0.061789,0.462646,0.797466,-1.547684,0.400019,0.581734,N
1.01724,-0.871109,1.385501,0.255336,0.981294,0.466707,0.114611,0.562197,P
0.198597,-0.915019,0.630683,0.009073,-0.754789,-0.610522,0.471216,-1.061926,P
1.444534,-0.634094,0.157535,-1.452241,0.009045,-0.609503,-0.21998,-0.395705,N
0.049998,-0.931861,-0.673931,-0.782159,1.221038,0.808817,0.457645,0.141296,N
1.507653,-0.942905,-1.311662,-1.328585,1.102008,0.110971,1.026676,-0.279731,N
-0.964965,-1.214866,-0.540513,0.912603,-1.374364,-1.011268,-1.420096,1.526159,N
-1.270608,-1.043062,1.082909,0.863031,1.198291,-0.357686,-0.875272,-0.956475,P
1.445574,-0.658716,1.205612,0.221271,-1.077126,1.376431,1.383715,0.046714,P
-1.323619,-0.063948,-0.555816,-0.737477,-1.398603,-1.010564,-1.115467,-0.271067,N
-0.450332,-0.351126,1.489529,-1.200715,-0.922219,-1.090772,1.370335,-0.510993,P
-0.631745,-1.456712,-0.835013,1.17902,0.884479,-1.413102,0.207356,0.856887,N
0.839184,-0.526967,-0.561936,-1.37209,-0.576005,0.442895,1.006439,0.632999,N
1.555121,-0.583255,-0.823729,-1.42638,1.469201,1.295399,0.89446,1.383185,N
-1.138941,-0.993621,0.58282,0.327752,-0.056865,0.527523,0.673103,-0.598753,P
-0.463037,0.912569,-0.033552,1.314157,-0.688989,0.506727,-0.033344,-0.724464,P
-0.529524,0.292483,1.569968,-1.496034,0.06711,-0.301291,-1.201124,0.739377,P
0.414972,-0.829195,0.206367,1.458273,0.090504,0.446911,0.585664,-1.435823,P
0.106952,-0.176708,0.096658,-1.514625,0.566806,-0.321674,0.647797,-1.308372,N
0.553188,-1.126294,0.323329,0.027434,0.999961,0.304658,-1.240731,1.335843,P
1.464668,-1.534512,-0.765436,-0.725528,-1.173655,-0.403367,0.923881,-1.455332,N
-0.840583,-1.208472,0.132021,-1.436108,0.445177,0.159931,-1.224853,0.676354,P
0.063566,-0.390657,0.912492,0.185066,-1.178183,-1.238238,0.746205,1.198211,P
0.211454,0.152593,-1.008208,0.235164,-0.267631,-1.152203,0.229224,0.726428,N
0.759959,1.084515,0.802766,0.271301,0.689578,-0.294565,0.982473,0.843141,N
-1.079961,-0.078077,-1.047399,1.312214,0.397429,0.395226,0.217538,-1.053016,N
1.217819,0.937685,-1.28535,0.398829,0.564149,1.24207,-0.645241,-1.440863,P
0.405743,1.448168,-1.282011,-1.04308,0.323697,-0.420338,0.205279,-1.182521,N
-1.073943,1.43846,1.43073,-0.958582,-0.856983,0.816666,0.651519,-0.915016,P
-1.310233,-1.49781,0.529068,-0.801796,0.887334,0.084538,-1.514815,-0.584698,N
1.478269,-0.107972,1.338899,-1.489983,0.281192,0.827908,-0.02181,-0.11688,P
1.552074,1.149578,-0.357995,-0.504838,1.040649,0.53608,1.008649,-0.908058,P
1.059919,0.167753,-0.671487,0.637849,0.941081,-0.192726,0.334829,0.130097,N
1.22916,1.41355,-1.08362,1.219277,-1.175643,-0.162092,0.877723,-0.008284,P
-0.615619,0.809007,-0.579726,-0.227511,-1.548022,-0.524009,-1.024623,-1.007416,P
-1.445506,0.165969,-1.381982,-0.451155,1.072914,-1.13115,1.379137,1.546539,N
-0.682632,-0.295498,-1.181197,1.238211,-0.269478,-1.460421,0.488759,-0.856243,N
0.101318,0.421236,-0.65447,0.695863,1.06042,-0.032606,-0.692863,0.762758,N
0.10194,-1.439531,-0.955061,-0.777811,0.219423,-1.374727,0.93498,-1.161481,N
1.135281,-0.795251,-1.320002,-0.504491,-0.392354,1.38499,-0.03264,0.848286,N
-1.366767,-1.45578,0.654074,0.182805,-0.086039,1.470129,1.191205,0.60071,P
0.068877,-0.563131,0.584884,-0.082085,-0.918405,-0.162242,-0.79601,-0.942917,P
1.506668,1.076994,0.099345,-0.447523,-0.990264,0.095152,1.509687,-1.418522,N
1.337436,-0.822906,1.509238,-0.549735,0.791328,0.146776,-1.342032,0.441343,P
0.184556,-1.283915,0.536669,0.023008,1.493387,0.721072,1.102568,0.350101,P
1.084224,0.836891,0.277714,0.276674,1.168742,-1.212853,-1.397095,-0.060941,P
1.306415,0.711975,-0.861249,0.506418,-1.333875,1.378398,-0.710236,-0.07161,P
0.327286,-0.166806,1.451215,0.79494,-0.02322,0.625087,1.113132,-0.32241,P
-0.240684,-1.201038,-0.749311,-0.631675,-0.695096,0.357308,0.226219,0.508012,N
1.19865,-1.117942,0.968025,-1.120819,1.102445,-1.450824,0.735757,-0.697765,P
-1.328416,0.608651,-0.71931,-0.607914,-0.324348,1.04526,0.564212,0.22491,N
0.610175,0.572812,-0.598975,-0.746341,-0.660309,-0.101056,1.390686,0.720124,P
1.060983,1.404436,-1.310817,0.634604,1.43161,1.155768,-0.18514,-1.428192,P
0.263274,-1.564522,1.081886,0.083489,-0.395975,0.530647,-1.473378,1.288836,P
1.482635,0.20589,-0.287749,-1.087911,-1.254937,-0.399188,-1.034743,0.181553,P
-0.474361,1.49962,-1.282147,-0.448728,0.932359,1.293018,0.937086,0.881838,N
0.783566,-0.893164,-0.867368,1.186843,-0.102017,1.354447,0.792954,-0.97758,P
-0.16896,-0.881091,-0.860912,1.299343,0.713759,0.206258,0.546469,0.341271,N
0.287205,0.969597,0.82792,0.844882,1.550479,1.401951,-1.506385,-0.800159,N
1.565135,0.579135,0.735655,-0.064178,-0.608564,0.638407,0.27755,0.893769,P
0.663134,0.860499,-1.159625,-1.068455,0.889,1.171393,-0.48024,-1.528772,P
-1.070682,-1.488842,0.61828,-0.177372,0.001917,-0.763656,-0.648121,1.008118,P
0.097121,-0.179253,-0.954027,0.276942,0.806851,-1.352993,-1.059575,0.823562,P
-1.321694,0.077876,0.350633,-1.277249,-1.509829,-0.904004,1.40514,-0.243192,P
0.483967,-1.186308,-0.54397,-0.215692,-1.049325,-0.853362,0.829134,-0.112019,N
0.453774,1.417222,-0.468817,0.26422,0.89148,-1.083148,-0.852072,-0.886726,N
-1.214862,-0.307018,-0.29117,-1.461863,0.851599,1.064342,-1.399959,0.519234,N
-0.96844,-1.560343,0.910378,0.868575,-0.269409,0.166473,1.415473,-0.581643,P
0.023597,1.331527,1.162996,-0.843678,-0.929383,-1.247972,-1.426759,0.968262,P
0.759629,1.403258,-0.519244,1.447826,-0.133423,-1.392795,0.243795,0.123094,N
-0.341228,0.627363,0.417769,-1.170269,0.648513,-0.693317,0.820439,-1.461337,N
1.523295,0.906562,-0.023767,0.799749,1.376153,-0.414778,0.672164,0.286311,N
1.173045,-0.133309,-0.467012,-1.487518,0.593444,0.01271,-0.102511,-0.884355,N
-1.273116,-0.57424,-1.375928,0.078441,-0.540754,-0.012145,-1.315346,-0.478399,N
0.119808,-0.282413,0.047837,-1.104223,0.178864,0.074511,0.373479,-1.119549,N
-0.141147,0.438107,-0.255971,-1.290555,-0.336083,-1.190462,0.151417,-1.261989,P
-0.358018,-0.623706,-1.256913,-0.801287,0.038181,0.710429,0.178843,-1.349751,N
-1.05286,0.872346,-0.870141,0.772947,0.829773,-1.007927,-0.683747,0.177986,N
1.170059,-0.29581,-0.341936,0.434549,0.463162,-0.766573,0.213092,0.620653,N
-1.189675,1.470555,-0.937804,-0.729672,-0.506759,-0.126268,0.015297,1.22524,N
1.37572,0.704844,-0.30788,1.184104,-0.243292,1.531924,-0.519734,-0.538303,P
-0.404028,-0.636068,-0.338286,-0.746874,1.342322,-1.455922,-1.539517,0.522073,P
-1.521358,0.445096,0.709881,1.090932,0.628666,0.180343,-0.503713,0.011119,P
-0.04099,0.602209,-0.790957,0.951816,0.820748,-0.613706,0.679844,1.517023,N
-0.913553,-0.880327,-1.53303,0.177134,-0.418289,-0.713265,0.166549,-0.560466,N
-1.125799,1.249261,-1.430454,-1.14654,0.697667,0.473438,0.031648,-1.263653,N
0.517312,1.061551,0.962809,0.629152,1.26587,-0.584683,0.971713,-1.051224,P
-1.473726,0.376289,-0.408436,-0.437345,0.603637,0.133172,-1.562318,0.393212,N
-0.587295,0.265661,-0.198169,0.863071,1.123654,1.414539,-0.454156,-1.204248,P
0.211566,0.763944,-0.530609,0.896757,1.13488,-1.421452,1.074895,1.485506,N
-0.501421,-0.081707,1.039293,-1.561663,1.31043,1.47405,-1.545578,0.656223,P
1.515614,-0.371065,0.135705,1.139824,-1.317669,-0.244623,1.299752,-1.000061,P
0.886675,-0.429946,-0.006835,-0.40725,-0.978304,0.965109,1.433788,-0.504377,P
-1.37165,-0.447547,1.356793,0.871992,0.739577,0.537829,-1.481946,-1.045112,P
-0.309241,-0.953188,-1.206359,0.036742,-1.210411,0.93294,-0.514457,-0.556068,P
-1.222464,-1.244831,0.566258,-1.378946,1.5701,0.234792,-0.822742,0.411505,P
0.060929,1.13203,1.214768,-0.412567,-0.711135,0.304011,1.462335,1.514504,P
-0.132562,0.537788,-0.605956,-0.521646,-1.431092,1.279697,0.779427,1.089963,P
-0.588001,0.236998,0.732935,0.886284,-0.334427,0.516365,-0.604801,0.37529,P
0.916401,-0.321564,0.259515,1.477978,-0.404205,1.464109,1.302942,-0.823829,P
-1.283623,-0.979784,1.145798,-0.205076,-1.357111,-0.820434,-1.503211,-1.094278,P
-0.536365,0.99072,-0.532164,-0.376957,-1.000369,-0.577208,0.224642,-0.638401,P
-1.464943,0.589705,0.040935,1.075886,0.609238,0.099174,-0.643703,-1.065913,N
-0.640525,-0.545785,-0.008371,-0.595621,1.009149,-1.362063,0.93625,-1.444535,N
0.933499,0.44292,0.683135,-1.481995,-0.68617,0.590392,-0.69178,-0.070676,P
0.20375,-1.412278,-1.073879,-1.340245,0.333476,1.567257,0.283737,-0.324152,N
0.092659,-1.423767,-0.239531,-0.282868,0.123612,-1.371462,-0.167824,-0.492972,N
-0.911307,0.263964,-1.424373,-0.926379,0.949338,-0.301746,0.532831,-1.006296,N
-1.075002,0.507758,-0.505777,0.077813,-0.626054,-0.918264,-1.385236,1.516173,P
-0.256152,1.314637,0.548766,0.901795,-0.893511,1.375547,0.681265,0.869107,P
-1.166477,0.280633,-0.609025,1.418452,-0.423588,-0.158963,-1.091713,-1.323167,N
-1.441344,1.069281,-0.566337,1.51121,-0.387523,-1.334967,-1.515069,0.866652,N
0.152998,1.495799,0.602505,-0.876112,-0.581482,0.459822,-1.152304,1.396759,P
-1.528804,0.860413,0.956731,-0.169594,0.535005,-0.088701,1.153899,1.345432,P
0.476492,0.20761,1.108465,-0.934893,0.595714,1.459196,0.536073,-0.511171,P
0.477814,-1.011888,0.326688,1.504901,-0.087046,1.44124,-0.308925,0.999718,P
0.704701,-1.362285,-0.859729,-0.087826,1.006778,1.234146,0.945047,1.026348,N
0.097989,0.007014,-1.288999,0.453852,0.299194,1.496098,-0.494958,-0.651047,P
0.705411,-1.495494,0.219444,0.096451,-1.130932,-0.392833,0.186674,0.014831,P
-0.534855,1.12198,-0.02738,-0.010709,-0.935561,1.285206,-1.014202,1.087155,P
-1.205851,1.284801,-1.509409,-0.923126,-0.299742,-1.141359,0.592211,0.305204,N
-0.328928,1.480442,-0.273114,1.348634,1.34478,-0.260408,0.721167,-0.64908,N
0.918272,0.380515,-0.353908,-0.10538,1.094935,-0.440369,0.396482,-1.485332,N
-1.240784,-0.973755,-1.103454,0.73879,-0.884674,0.312628,0.355448,-0.884765,P
0.028954,-1.349436,-0.925131,1.268915,0.446803,-1.540953,-1.2889,-1.09204,N
-0.321372,-0.814044,-0.935236,1.529011,1.016172,0.497685,-1.258304,-0.729129,N
-0.895331,-0.006187,-1.120695,-0.146559,1.109924,-1.465668,0.895184,0.889069,N
0.394153,-0.314986,1.471702,-0.215857,-0.284117,-0.250358,0.274256,1.174189,P
-1.09697,-0.382041,1.13126,0.635664,0.05837,-1.170097,0.710448,-0.893809,P
1.233957,0.448949,0.175167,-0.948021,0.843684,0.549078,-0.694071,0.848099,N
1.459811,-0.623676,0.356205,0.776745,-1.355992,1.497166,-0.515668,0.587413,P
-0.793636,1.373656,-1.132812,1.431578,-1.04883,-1.295776,0.822298,-1.381948,P
0.55545,-0.534689,-1.11808,-0.919585,-0.215795,-0.585197,0.491849,-0.60583,N
-1.364101,-1.555068,1.440319,1.16806,-1.4711,0.928165,0.974997,-0.290735,P
0.893599,-1.125009,1.477212,-0.232988,-0.43774,-1.482353,0.224368,-1.205934,P
-1.24422,1.221253,-0.508195,-1.400153,0.515366,-1.07467,1.034141,1.418641,N
-1.162667,-1.569136,0.752107,1.307244,0.38465,-0.961323,1.511331,1.552955,N
-0.239675,1.207531,-1.102333,-1.449214,-0.581901,0.253036,1.160254,0.157374,N
-0.699758,0.290583,-0.9434,-0.175486,-0.232355,-0.948035,0.530006,-0.242887,N
1.292313,-1.34438,-0.100239,0.565383,-0.189611,0.532593,1.402436,-1.276603,P
-1.067214,-0.65547,-0.825863,-0.928807,-1.217301,0.896765,-0.62753,1.212717,P
-1.316726,1.07956,-0.72289,0.115977,-1.120802,-1.424908,-0.564918,-0.512528,N
-0.833285,1.460755,-1.080217,1.442507,-0.335192,-0.075414,-0.684253,0.182122,N
0.206871,-0.642101,0.065123,0.549558,-0.692474,-1.422607,1.130676,1.019318,N
-0.864963,-0.42489,1.246471,0.143747,1.181976,0.909797,-0.219373,0.57036,P
-1.277253,-0.279089,1.289955,0.073534,1.174449,0.826458,1.23491,1.037009,P
-0.286823,-0.250116,0.138698,1.24176,0.338992,1.294532,-1.368757,-0.544255,P
-1.428536,-0.243997,0.027324,0.656125,-1.405988,-1.473937,1.179726,1.016508,N
-1.355668,-1.084134,0.557169,0.50343,0.617847,-1.006848,1.061643,0.469639,N
1.261803,0.205652,-0.754178,0.835207,1.197051,-1.480563,-1.206987,1.538219,P
1.369204,0.649421,0.861202,0.68595,0.077496,0.729924,-0.571653,0.685024,P
0.037483,0.919596,0.911945,-0.890299,-1.278084,-0.083951,-0.77633,-0.73174,P
-1.484663,-0.991892,-0.778673,0.146275,1.460664,-0.396242,-0.751773,0.983936,N
0.939155,-1.437548,0.714296,-1.428634,0.973704,0.539475,0.429224,-0.332364,N
1.011612,1.124112,1.149153,0.145881,0.489374,0.315689,0.871522,-0.295452,P
-0.130625,-0.590348,-0.691392,1.371499,0.211395,-0.371083,1.565369,1.189342,P
0.556077,-0.821353,0.532208,0.923706,-0.226826,-0.735566,1.45607,-0.683973,P
-0.258744,-0.319095,0.700813,-1.029872,-1.512211,-0.493749,-0.846146,-0.448843,P
-0.747083,-0.330784,0.737197,1.113318,-0.239883,-1.500311,0.821175,-0.732832,P
0.719176,1.135198,-0.364703,0.202119,-1.053196,-1.311244,0.469204,1.474182,N
1.488522,0.382744,-0.317281,0.958094,-1.326233,0.199727,0.520512,-1.169305,P
1.084098,-1.208146,-1.262093,-1.114601,-0.392838,-1.544102,-1.09857,1.293933,N
-0.811335,-1.201799,0.044376,0.216287,1.199839,0.976593,-0.521762,1.021244,N
1.54381,-1.342875,1.265986,0.305995,-0.19637,-1.227695,-1.067125,1.527156,P
0.395139,-0.492293,-0.577736,0.072638,1.430778,0.106187,0.176754,0.102723,N
-0.225003,0.98617,0.652917,-1.260863,1.340104,0.259682,-1.246946,-1.408046,N
0.846531,-0.49083,-0.013963,-1.280735,1.041954,0.807031,0.139266,0.581701,N
-0.623329,0.444971,0.938991,0.884642,0.889713,1.510372,0.160181,0.004902,P
0.913693,-1.509591,1.409242,-0.972946,-0.567024,0.759429,-0.18544,0.711484,P
0.339322,-0.191136,0.658874,-0.316001,-1.523149,-0.568238,-0.22746,1.01728,P
0.986176,1.434227,-0.416442,1.408723,1.266651,0.058677,0.406399,0.883057,N
-0.375442,-0.383051,0.327563,1.370565,1.174365,-0.280798,0.531273,0.655825,N
1.408936,-0.8113,1.27465,0.927734,-1.082078,-0.707549,0.703489,-1.392121,P
-1.334362,-1.005156,0.517632,0.703148,0.197665,-0.848207,-1.408325,1.200947,P
1.20709,-1.316063,0.777849,-0.867446,1.494958,0.731329,-0.957802,-0.417213,P
-0.838259,0.890516,1.142948,0.966909,-0.693166,1.543623,-0.261728,-0.05849,P
1.424815,0.35685,-1.308297,-0.612921,-1.015843,0.39416,-0.640898,0.276983,P
-1.501244,0.283722,-0.535547,-0.078586,1.285166,-0.976837,0.946071,-0.58224,N
-1.281251,-0.426925,-0.281403,-1.324556,1.342278,0.271476,1.021195,0.345577,N
-1.510739,0.076636,-1.439352,-0.486922,-0.107132,1.106709,0.710466,-0.691947,N
-0.63705,-0.030849,-0.924044,0.157458,-0.435411,-0.905023,-0.397327,0.62189,N
-0.349224,-0.120125,-1.509595,1.183223,-1.187577,0.871878,1.14801,0.025057,N
-0.906835,1.103796,-0.254767,0.152155,-1.073714,1.257823,-1.060667,0.159495,P
-1.30541,0.395316,0.1154,0.018592,-0.595043,0.453759,-1.240921,0.851446,N
0.852341,-0.386275,1.167093,1.450816,-1.195271,-1.454686,0.873801,0.302986,P
-0.359292,1.542243,-0.769019,-1.183514,-1.569272,-1.02997,-0.974402,-0.232252,N
-0.487668,-0.800752,-0.381897,1.241508,-1.081568,-0.524022,0.347618,1.541259,N
0.174071,0.339068,-0.267946,-0.429202,-0.650682,-1.355878,-0.944553,1.502288,P
0.796146,-0.138465,-1.470286,-0.498263,-0.12262,0.87886,-0.635725,-0.027947,N
0.775011,0.731115,0.665081,1.184033,0.017044,-0.763482,-0.071417,1.528831,P
0.570299,1.088885,0.223723,1.19668,0.56883,-1.570152,-0.210542,-0.016366,N
0.021334,1.119252,-0.380475,0.116205,0.457938,-0.162401,-1.14214,1.401384,N
0.415531,-0.597542,-1.504768,-1.011457,-0.3305,0.568608,-0.813851,0.545652,N
0.073231,0.781997,-0.814899,-0.408233,-0.37464,-0.12389,0.103665,0.463002,N
-0.718825,-1.401167,1.330299,0.058543,-0.827862,0.649605,-1.293146,-0.057988,N
1.281205,-0.032495,-0.38099,0.612461,0.242156,0.872015,-0.371321,-0.71483,P
0.73206,0.488841,-0.731609,-1.367162,1.556398,0.428687,1.55509,-0.701259,P
1.259869,0.678492,0.040666,-0.274796,1.480487,1.272184,1.488237,1.190702,P
0.284652,-0.572564,-1.393908,-0.349421,1.133401,-0.084456,-0.568605,0.190518,N
-0.50587,-0.388126,-0.558554,-1.078007,-1.543607,0.552003,0.178745,0.747098,P
-1.014369,-1.287173,-0.539649,-0.500803,-0.122421,0.391582,0.798058,-0.475443,N
0.915021,-0.504889,-0.099857,-0.665318,0.20914,-0.317791,1.501376,1.446021,N
0.664041,-0.222533,-0.694231,-1.067799,-0.42849,-0.399141,0.351824,-0.09274,N
-1.540491,1.527717,-0.066528,1.416977,-1.102757,-1.060406,0.624417,-0.449205,P
-1.170499,0.095949,0.266147,-1.289816,1.355866,0.020328,-1.492798,-0.533397,P
0.070889,0.981202,-0.50219,-0.951729,-1.070026,-0.785831,-0.68854,1.308905,N
0.761874,0.848845,1.159263,1.28512,-1.455434,-0.204569,1.327445,1.334867,P
-0.307987,0.573947,-0.43254,0.566402,-1.041706,-1.288764,-1.220706,0.994248,N
1.007502,-1.507462,-0.048635,0.500946,0.147398,1.032148,1.34115,0.200066,P
-0.097415,1.025348,-0.586446,-0.063281,-1.401981,-0.568194,-0.217799,1.004806,N
-0.481581,1.379345,-1.226368,1.440167,-1.156854,0.806425,-0.59233,-1.419734,P
-1.182225,0.833665,0.428792,-1.082962,0.067021,0.747172,0.420423,-1.066299,P
0.914788,-0.096286,-0.106354,1.050889,-1.416056,0.766042,0.614165,1.504769,P
-0.108634,-0.352154,0.068341,0.250147,1.049258,0.621468,-0.995464,0.832061,N
-0.548799,0.116136,-1.222264,0.771197,1.124016,-0.785356,1.359017,1.224998,N
0.049418,0.96197,0.285898,-0.696354,0.936919,1.502074,-1.52324,-1.464649,N
1.194473,1.188159,-1.550784,-1.181687,1.137254,-0.482758,-0.257735,1.164496,N
0.72597,1.426823,-1.381156,0.532223,0.37633,1.014209,0.510461,-0.444261,N
-0.570323,0.843626,0.137328,0.949981,0.951892,-0.475298,-0.373243,0.870871,N
-0.424614,0.818706,-1.005755,0.749591,1.454049,0.730822,0.670383,0.046921,N
1.209297,-0.180239,1.187331,0.591394,-0.255932,-0.700252,1.382011,0.060783,P
-1.450802,-0.779068,0.074393,-0.441572,-0.606113,-0.728113,-1.480428,0.567613,N
1.411659,0.362215,-0.032225,-1.063594,1.246395,-0.88441,-0.13356,-1.141586,N
0.452238,-0.662713,-1.260035,-0.168014,0.026489,-1.409126,1.493828,-0.924801,N
1.251623,-1.275349,0.063607,0.48103,-0.905314,1.294977,-0.850131,1.469985,P
-0.08427,0.291871,0.893627,1.354471,-0.885911,-0.268825,-0.185218,0.54558,P
0.535034,1.444455,-0.760785,0.620799,-1.498467,-0.539515,0.364745,-0.746667,P
1.072461,-1.272723,-0.232786,0.544635,1.41343,-0.98756,1.025198,1.425978,N
1.539395,0.444573,-1.144941,-0.914381,-1.198765,-0.890577,-1.138096,-0.797287,P
-1.546717,1.235663,-0.766065,0.672584,-0.60134,-1.37255,1.175934,-1.102882,P
1.009376,-1.274211,-1.002866,0.667726,-0.216974,0.262827,0.162177,-0.742362,N
-0.010221,0.568846,-0.515797,0.694953,0.700452,0.251436,-1.199464,1.531952,N
1.0079,0.726751,-1.344234,-0.362929,0.948582,0.435601,0.204401,-0.974725,N
0.313209,-0.008054,-1.342024,1.217345,-0.758169,1.24169,-1.529847,1.204665,P
-1.209775,-0.271007,1.230815,-1.279804,-0.250399,-0.52072,-1.3382,-0.765255,P
-0.29582,0.497552,-1.079471,0.820006,1.27811,0.740018,-0.460114,0.046158,N
1.299526,-0.561442,0.035454,-0.320391,-1.012807,-0.085724,1.470686,-0.193826,P
0.777558,1.18187,-1.026016,-0.116895,-1.09682,1.220289,-0.23759,0.201455,P
-0.606604,-0.596768,-0.04424,-1.154865,0.613149,1.085601,-0.213885,-0.777312,N
-0.718291,1.221207,1.022006,-1.052139,0.769263,-0.678376,-0.790074,-1.534242,N
0.825566,0.805064,-1.368753,0.726144,1.342812,-0.622848,0.739653,0.180631,N
-1.131969,-0.130491,1.25988,-0.787581,-0.55628,-0.422145,0.062201,1.080303,P
0.487895,-0.330544,0.47476,-1.335964,-0.018719,-1.277394,-0.74093,1.386362,P
0.486732,-1.122167,-0.348232,-0.580764,-0.4522,0.48146,0.4697,-0.612543,N
-0.207416,-1.278281,0.054875,0.028073,-0.608887,-0.852174,-0.576019,-0.018896,N
1.133419,1.283246,-1.338066,0.585157,-1.394416,0.028737,1.234614,-0.289846,N
-1.248092,0.488379,-1.358266,1.547851,0.340615,-0.819923,-0.063264,1.169917,N
-0.271095,-0.788745,-1.564277,-0.804491,0.727981,-1.42794,-1.412747,-0.442168,P
-0.983511,1.08269,1.182467,0.333028,-1.324657,-0.7618,0.127087,1.48263,P
1.192369,0.663467,0.014311,-1.10921,0.95638,1.567002,-0.324853,-0.547999,N
-0.067833,1.373018,-1.375006,-0.281677,1.482888,0.638629,0.28533,0.922815,N
0.320587,1.313012,-0.165134,0.24063,0.646593,-1.391297,1.46277,-0.288152,N
0.278478,1.242475,-1.386193,1.045237,0.523139,-0.653617,-1.325279,1.364315,N
-0.591396,0.11096,0.302789,-0.481716,-0.919559,0.802592,-0.079494,-0.438812,P
0.414428,-1.207548,-0.406006,-0.31461,-1.530298,-0.839091,-0.879481,1.345604,N
0.379613,-0.565543,-0.203435,-0.35402,0.494941,0.003761,-0.246649,-0.752204,N
-0.423472,1.384954,-1.078985,0.162082,-0.46665,0.381327,1.469931,-0.530654,N
1.561804,0.861816,-1.233655,0.343096,-1.564397,0.113182,-0.357707,0.271924,P
1.237248,-1.34479,0.47862,-1.555054,-0.836639,-1.557548,1.027513,-0.789079,P
0.224472,-1.259743,-1.451082,-0.8768,0.381368,1.182171,0.08035,-1.395751,N
-0.34752,-1.307511,-0.157004,0.825322,0.795651,1.307806,-0.447145,-0.121695,P
-0.551635,0.110909,0.173617,1.05638,-1.261027,-1.424172,-0.48326,-0.155432,N
-0.494242,1.082932,-0.56544,1.437125,-0.900931,-0.268416,-1.127481,1.457825,N
-0.356573,-1.545953,-0.026851,1.186759,0.527786,0.057456,0.510587,0.390188,N
1.233063,1.278664,1.106889,-0.109778,-1.360684,1.189893,-1.389316,1.380116,P
-1.005783,-1.126708,-1.026759,-0.921247,-1.36755,-0.843803,1.231816,1.232995,P
0.712403,0.946405,0.03689,1.517236,-0.516161,-0.64428,0.027649,0.996903,N
0.753242,0.338718,1.122366,-0.118785,-1.172754,0.655451,-0.265874,0.832146,P
-0.888006,0.274486,1.479499,-1.506716,-0.120178,-1.403325,-1.194979,-0.484952,P
0.983225,1.427113,0.234339,0.999736,0.206189,1.399369,0.186107,-1.305087,P
0.277367,-0.56447,-1.013686,1.317707,0.238137,1.236231,-1.123504,0.005548,N
-0.412154,0.561157,-0.166343,-1.52193,-0.020272,-1.161417,1.376292,-1.005879,N
0.138317,0.311323,0.284836,-0.226857,-1.412004,-1.225678,-0.214276,-0.894915,P
-0.078442,-1.4947,-0.556352,1.09992,0.036368,-0.549626,-1.075057,1.1042,N
1.087553,-1.241467,-1.232002,1.221806,-1.366865,-1.274983,-1.177068,0.899175,N
0.716836,1.129841,-0.023981,1.444345,1.564893,0.171213,-0.37434,1.37145,N
-0.142474,1.443288,-0.923766,0.018555,-0.256032,-0.127339,1.080278,0.089361,P
-0.66233,1.107009,0.021155,0.833356,0.85676,-0.762687,0.967641,0.216389,N
-1.113721,0.984086,0.553937,0.98898,-1.49943,-0.779344,-0.890675,-1.120365,P
